
 Lista de Imóveis da Caixa;;Data de geração:;13/02/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8555533672204 ;AL ;MACEIO ;CLIMA BOM ; RUA EM PROJETO 09, N. 57, Apto 03, LOT DURVILLE QD H ;120.371,35;199.153,98;39.56;Apartamento, 102.01 de área total, 64.92 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555533672204
 8787707357636 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;AVENIDA MENINO MARCELO, N. 2091, Apto 702, BL D ;122.695,94;203.000,00;39.56;Apartamento, 96.78 de área total, 49.71 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707357636
 8787715433664 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ; RODOVIA AL-105, N. 330, CS 139 QD C ;111.816,50;185.000,00;39.56;Casa, 79.25 de área total, 54.83 de área privativa, 89.96 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715433664
 8787715697769 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;RUA DOS NAMBUS, N. 62, Apto 404, BL 03 ;146.953,08;240.000,00;38.77;Apartamento, 47.35 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715697769
 8787709586012 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;AVENIDA MENINO MARCELO, N. 2091, Apto 204, 204, D ;164.089,43;267.986,64;38.77;Apartamento, 88.60 de área total, 44.88 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709586012
 1555540032870 ;AL ;MACEIO ;ANTARES ;RUA DEPUTADA SELMA BANDEIRA, N. 242, Apto 101, BL 03 VG 40 ;140.361,40;223.000,00;37.06;Apartamento, 77.41 de área total, 63.30 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555540032870
 1444407467575 ;AL ;MACEIO ;PONTA GROSSA ;PRACA CIRO ACCYOLE, N. 135, LT 13 ;129.031,78;205.000,00;37.06;Casa, 79.80 de área total, 79.80 de área privativa, 140.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444407467575
 1204700000144 ;AL ;MACEIO ;CENTRO ;AVENIDA DUQUE DE CAXIAS, N. 1766, Apto 101, PAV01 ;293.164,58;460.000,00;36.27;Apartamento, 335.09 de área total, 297.47 de área privativa, 0.00 de área do terreno,  4 qto(s), a.serv, WC, WC Emp, 2 sala(s), DCE, cozinha, Terraco, 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1204700000144
 10234887 ;AL ;MACEIO ;ANTARES ;RUA EM PROJETO AA (ATUAL RUA DAS GARAPEIRAS), N. 116, QD S, LT 10 ;472.249,90;741.000,00;36.27;Casa, 0.00 de área total, 277.12 de área privativa, 312.48 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10234887
 1555532459916 ;AL ;MACEIO ;TABULEIRO DO MARTINS ; RUA 4F, N. SN, CS71  LT51 QD4F ;152.955,43;240.000,00;36.27;Casa, 105.52 de área total, 105.52 de área privativa, 127.50 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555532459916
